,Address
216,"600 E MARKET ST, Charlottesville VA"
217,"200 E MARKET ST, Charlottesville VA"
218,"800 AVON ST, Charlottesville VA"
219,"700 PRESTON AVE, Charlottesville VA"
220,"1100 GORDON AVE, Charlottesville VA"
221,"1600 MONTICELLO AVE, Charlottesville VA"
222,"900 1ST ST S, Charlottesville VA"
223,"1000 EMMET ST N, Charlottesville VA"
224,"1900 EMMET ST N, Charlottesville VA"
225,"1000 BELMONT AVE, Charlottesville VA"
226,"1100 SEMINOLE TRL, Charlottesville VA"
227,"800 ST CLAIR AVE, Charlottesville VA"
228,"800 HARDY DR, Charlottesville VA"
229,"1400 BRIARCLIFF AVE, Charlottesville VA"
230,"1200 HOLMES AVE, Charlottesville VA"
231,"300 E MAIN ST, Charlottesville VA"
232,"700 NASSAU ST, Charlottesville VA"
233,"400 GARRETT ST, Charlottesville VA"
234,"600 11TH ST NW, Charlottesville VA"
235,"1100 FOREST ST, Charlottesville VA"
236,"700 MADISON AVE, Charlottesville VA"
237,"100 W MARKET ST, Charlottesville VA"
238,"800 EMMET ST N, Charlottesville VA"
239,"1600 MADISON AVE, Charlottesville VA"
240,"2100 BARRACKS RD, Charlottesville VA"
241,"900 1ST ST S, Charlottesville VA"
242,"1100 CARLTON AVE, Charlottesville VA"
243,"600 E MARKET ST, Charlottesville VA"
244,"2000 MICHIE DR, Charlottesville VA"
245,"2300 HYDRAULIC RD, Charlottesville VA"
246,"800 MONTROSE AVE, Charlottesville VA"
247,"300 6 1/2 ST SW, Charlottesville VA"
248,"1600 6TH ST SE, Charlottesville VA"
249,"900 BING LN, Charlottesville VA"
250,"700 PROSPECT AVE, Charlottesville VA"
251,"1100 5TH ST SW, Charlottesville VA"
252,"100 PIEDMONT AVE N, Charlottesville VA"
253,"1500 GREEN ST, Charlottesville VA"
254,"1400 BRIARCLIFF AVE, Charlottesville VA"
255,"300 10 1/2 ST NW, Charlottesville VA"
256,"1100 EMMET ST N, Charlottesville VA"
257,"200 W MAIN ST, Charlottesville VA"
258,"700 6TH ST SE, Charlottesville VA"
259," AVON ST / BELMONT AVE, Charlottesville VA"
260,"100 LANKFORD AVE, Charlottesville VA"
261,"900 PRESTON AVE, Charlottesville VA"
262,"500 HARRIS RD, Charlottesville VA"
263,"1400 UNIVERSITY AVE, Charlottesville VA"
264," OLD PRESTON AVE / PRESTON AVE, Charlottesville VA"
265,"500 11TH ST NW, Charlottesville VA"
266,"200 HARTMANS MILL RD, Charlottesville VA"
267,"100 E MAIN ST, Charlottesville VA"
268,"1500 MONTICELLO RD, Charlottesville VA"
269,"800 E MARKET ST, Charlottesville VA"
270," LANKFORD AVE / 1ST ST S, Charlottesville VA"
271,"1900 EMMET ST N, Charlottesville VA"
272,"900 2ND ST SE, Charlottesville VA"
273,"200 SUNSET AVE, Charlottesville VA"
274,"200 E HIGH ST, Charlottesville VA"
275,"700 PROSPECT AVE, Charlottesville VA"
276,"300 E MAIN ST, Charlottesville VA"
277,"800 PRESTON AVE, Charlottesville VA"
278,"1400 MELBOURNE RD, Charlottesville VA"
279,"100 GREENBRIER DR, Charlottesville VA"
280,"300 E MAIN ST, Charlottesville VA"
281,"100 ELLIEWOOD AVE, Charlottesville VA"
282,"2400 FONTAINE AVE, Charlottesville VA"
283,"500 16TH ST NW, Charlottesville VA"
284,"200 E MAIN ST, Charlottesville VA"
285,"200 E WATER ST, Charlottesville VA"
286,"200 W MARKET ST, Charlottesville VA"
287,"200 ELLIEWOOD AVE, Charlottesville VA"
288,"300 2ND ST NW, Charlottesville VA"
289,"1800 FENDALL AVE, Charlottesville VA"
290,"200 W WATER ST, Charlottesville VA"
291,"1900 EMMET ST N, Charlottesville VA"
292,"300 NW 14TH ST NW, Charlottesville VA"
293,"1200 CEDARS CT, Charlottesville VA"
294,"200 E MAIN ST, Charlottesville VA"
295,"1200 AVON ST, Charlottesville VA"
296,"1000 FOREST HILLS AVE, Charlottesville VA"
297,"1100 5TH ST SW, Charlottesville VA"
298,"1100 RIVER CT, Charlottesville VA"
299,"1600 EMMET ST N, Charlottesville VA"
300,"1100 EMMET ST N, Charlottesville VA"
301,"900 PRESTON AVE, Charlottesville VA"
302,"800 PARK ST, Charlottesville VA"
303,"200 W MARKET ST, Charlottesville VA"
304,"800 RIDGE ST, Charlottesville VA"
305,"2200 BRANDYWINE DR, Charlottesville VA"
306,"100 MONTE VISTA AVE, Charlottesville VA"
307,"1100 5TH ST SW, Charlottesville VA"
308,"200 BROOKWOOD DR, Charlottesville VA"
309,"600 E MARKET ST, Charlottesville VA"
310,"500 12TH ST NW, Charlottesville VA"
311,"700 MADISON AVE, Charlottesville VA"
312,"200 W WATER ST, Charlottesville VA"
313,"900 ELLIOTT AVE, Charlottesville VA"
314,"1600 6TH ST SE, Charlottesville VA"
315,"700 CHERRY AVE, Charlottesville VA"
316,"1200 CHERRY AVE, Charlottesville VA"
317,"200 E MAIN ST, Charlottesville VA"
318,"600 E WATER ST, Charlottesville VA"
319,"1100 EMMET ST N, Charlottesville VA"
320,"700 PROSPECT AVE, Charlottesville VA"
321,"200 E MAIN ST, Charlottesville VA"
322,"600 E MARKET ST, Charlottesville VA"
323,"1100 MILLMONT ST, Charlottesville VA"
324,"100 CARLTON RD, Charlottesville VA"
325,"600 E MARKET ST, Charlottesville VA"
326,"200 2ND ST SW, Charlottesville VA"
327,"800 CHERRY AVE, Charlottesville VA"
328,"100 MIDDLESEX DR, Charlottesville VA"
329,"100 E MAIN ST, Charlottesville VA"
330,"300 AZALEA DR, Charlottesville VA"
331,"100 15TH ST NW, Charlottesville VA"
332,"1000 BELMONT AVE, Charlottesville VA"
333,"100 ELLIEWOOD AVE, Charlottesville VA"
334,"300 11TH ST NW, Charlottesville VA"
335,"600 E MARKET ST, Charlottesville VA"
336,"300 E MAIN ST, Charlottesville VA"
337,"900 ALTAVISTA AVE, Charlottesville VA"
338,"500 1ST ST S, Charlottesville VA"
339,"700 PROSPECT AVE, Charlottesville VA"
340,"600 NORTH AVE, Charlottesville VA"
341,"500 ELLIOTT AVE, Charlottesville VA"
342,"300 E MAIN ST, Charlottesville VA"
343,"1900 EMMET ST N, Charlottesville VA"
344,"1200 KING ST, Charlottesville VA"
345,"200 W MAIN ST, Charlottesville VA"
346,"700 MASON ST, Charlottesville VA"
347,"400 250 BYPASS, Charlottesville VA"
348,"800 MCINTIRE RD, Charlottesville VA"
349,"700 E MAIN ST, Charlottesville VA"
350,"600 E MARKET ST, Charlottesville VA"
351,"100 E WATER ST, Charlottesville VA"
352,"1400 RUGBY AVE, Charlottesville VA"
353,"200 TODD AVE, Charlottesville VA"
354,"1600 CHERRY AVE, Charlottesville VA"
355,"1600 EMMET ST N, Charlottesville VA"
356,"1000 W MAIN ST, Charlottesville VA"
357,"800 FRANKLIN ST, Charlottesville VA"
358,"300 4TH ST NE, Charlottesville VA"
359,"600 EVERGREEN AVE, Charlottesville VA"
360,"1200 KENWOOD LN, Charlottesville VA"
361,"2000 HOLIDAY DR, Charlottesville VA"
362,"400 10TH ST NE, Charlottesville VA"
363,"1600 EMMET ST N, Charlottesville VA"
364,"2000 IVY RD, Charlottesville VA"
365,"2200 ANGUS RD, Charlottesville VA"
366,"1400 VINE ST, Charlottesville VA"
367,"1600 6TH ST SE, Charlottesville VA"
368,"300 HILLSDALE DR, Charlottesville VA"
369,"1300 HAMPTON ST, Charlottesville VA"
370,"1000 RIDGE ST, Charlottesville VA"
371,"100 14TH ST NW, Charlottesville VA"
372,"2100 JEFFERSON PARK AVE, Charlottesville VA"
373,"100 OLD FIFTH CIR, Charlottesville VA"
374,"1300 RIVERDALE DR, Charlottesville VA"
375,"100 OLD FIFTH CIR, Charlottesville VA"
376,"400 11TH ST NE, Charlottesville VA"
377,"1000 LINDEN AVE, Charlottesville VA"
378,"2100 ANGUS RD, Charlottesville VA"
379,"800 W MAIN ST, Charlottesville VA"
380,"700 E WATER ST, Charlottesville VA"
381,"800 NASSAU ST, Charlottesville VA"
382,"700 NASSAU ST, Charlottesville VA"
383,"1100 5TH ST SW, Charlottesville VA"
384,"1100 EMMET ST N, Charlottesville VA"
385,"600 E MARKET ST, Charlottesville VA"
386,"1500 CHESAPEAKE ST, Charlottesville VA"
387,"1400 MELBOURNE RD, Charlottesville VA"
388,"1300 CARLTON AVE, Charlottesville VA"
389,"1100 E JEFFERSON ST, Charlottesville VA"
390,"1000 LOCUST AVE, Charlottesville VA"
391,"900 HARRIS ST, Charlottesville VA"
392,"1500 WESTWOOD RD, Charlottesville VA"
393,"1600 MERIDIAN ST, Charlottesville VA"
394,"100 4TH ST SE, Charlottesville VA"
395,"400 GARRETT ST, Charlottesville VA"
396,"500 HARRIS RD, Charlottesville VA"
397,"500 W MAIN ST, Charlottesville VA"
398,"1400 MONTICELLO RD, Charlottesville VA"
399,"300 6TH ST SW, Charlottesville VA"
400,"1700 ALLIED ST, Charlottesville VA"
401,"1400 UNIVERSITY AVE, Charlottesville VA"
402,"600 PRESTON AVE, Charlottesville VA"
403,"100 W MARKET ST, Charlottesville VA"
404,"400 250 BYPASS, Charlottesville VA"
405,"900 RIVES ST, Charlottesville VA"
406,"900 NALLE ST, Charlottesville VA"
407,"800 CHERRY AVE, Charlottesville VA"
408,"700 PROSPECT AVE, Charlottesville VA"
409,"1000 PAGE ST, Charlottesville VA"
410,"700 PROSPECT AVE, Charlottesville VA"
411,"1200 EMMET ST N, Charlottesville VA"
412,"700 FOREST ST, Charlottesville VA"
413,"2100 BARRACKS RD, Charlottesville VA"
414,"100 E MAIN ST, Charlottesville VA"
415," 6TH ST SE, Charlottesville VA"
416,"1600 E MARKET ST, Charlottesville VA"
417,"1100 ALTAVISTA AVE, Charlottesville VA"
418,"1600 MERIDIAN ST, Charlottesville VA"
419,"200 E WATER ST, Charlottesville VA"
420,"100 SEMINOLE CT, Charlottesville VA"
421,"1300 WERTLAND ST, Charlottesville VA"
422,"700 LEVY AVE, Charlottesville VA"
423,"1300 CARLTON AVE, Charlottesville VA"
424," ETON RD / JEFFERSON PARK CIR, Charlottesville VA"
425,"100 E MAIN ST, Charlottesville VA"
426,"1500 E HIGH ST, Charlottesville VA"
427,"100 ELLIEWOOD AVE, Charlottesville VA"
428,"2000 HOLIDAY DR, Charlottesville VA"
429,"700 MADISON AVE, Charlottesville VA"
430,"2300 ANGUS RD, Charlottesville VA"
431,"700 E WATER ST, Charlottesville VA"
432,"200 W MARKET ST, Charlottesville VA"
433,"1100 BARRACKS RD, Charlottesville VA"
434,"700 E WATER ST, Charlottesville VA"
435,"2100 WISE ST, Charlottesville VA"
436," 3RD ST NE / E JEFFERSON ST, Charlottesville VA"
437,"200 RIDGE ST, Charlottesville VA"
438,"1800 EMMET ST N, Charlottesville VA"
439,"500 STEWART ST, Charlottesville VA"
440,"900 PRESTON AVE, Charlottesville VA"
441,"100 CHANCELLOR ST, Charlottesville VA"
442,"800 PAGE ST, Charlottesville VA"
443,"400 CLEVELAND AVE, Charlottesville VA"
444,"900 CHARLTON AVE, Charlottesville VA"
445,"1700 STADIUM RD, Charlottesville VA"
446," PRESTON AVE @ MCINTIRE RD, Charlottesville VA"
447,"1500 UNIVERSITY AVE, Charlottesville VA"
448,"300 FAIRWAY AVE, Charlottesville VA"
449,"200 RIDGE ST, Charlottesville VA"
450,"600 E MARKET ST, Charlottesville VA"
451,"1300 CARLTON AVE, Charlottesville VA"
452,"1100 5TH ST SW, Charlottesville VA"
453,"200 4TH ST NW, Charlottesville VA"
454,"1800 FENDALL AVE, Charlottesville VA"
455,"2400 FONTAINE AVE, Charlottesville VA"
456,"1500 UNIVERSITY AVE, Charlottesville VA"
457,"600 E MARKET ST, Charlottesville VA"
458,"800 E MARKET ST, Charlottesville VA"
459,"1000 LINDEN AVE, Charlottesville VA"
460,"200 RIVERSIDE AVE, Charlottesville VA"
461,"200 HARTMANS MILL RD, Charlottesville VA"
462,"1500 E HIGH ST, Charlottesville VA"
463,"700 NALLE ST, Charlottesville VA"
464,"2100 JEFFERSON PARK AVE, Charlottesville VA"
465,"400 GARRETT ST, Charlottesville VA"
466,"1600 MERIDIAN ST, Charlottesville VA"
467,"1900 SWANSON DR, Charlottesville VA"
468,"1900 JEFFERSON PARK AVE, Charlottesville VA"
469,"2100 BARRACKS RD, Charlottesville VA"
470,"600 MARKET ST E, Charlottesville VA"
471,"800 PRESTON AVE, Charlottesville VA"
472," ROSE HILL DR / PRESTON AVE, Charlottesville VA"
473,"200 HARTMANS MILL RD, Charlottesville VA"
474,"400 14TH ST NW, Charlottesville VA"
475,"800 HARDY DR, Charlottesville VA"
476,"700 PARK ST, Charlottesville VA"
477,"100 GOODMAN ST, Charlottesville VA"
478,"200 RAYMOND AVE, Charlottesville VA"
479," JEFFERSON PARK AVE / LANE RD, Charlottesville VA"
480,"1100 RIVER RD, Charlottesville VA"
481,"100 14TH ST NW, Charlottesville VA"
482,"1400 GORDON AVE, Charlottesville VA"
483,"1100 EMMET ST N, Charlottesville VA"
484," WERTLAND ST / 10TH ST NW, Charlottesville VA"
485,"400 4TH ST NW, Charlottesville VA"
486,"900 HENRY AVE, Charlottesville VA"
487,"2100 MICHIE DR, Charlottesville VA"
488,"1000 RIVER RD, Charlottesville VA"
489,"2100 BARRACKS RD, Charlottesville VA"
490,"200 E WATER ST, Charlottesville VA"
491,"100 7TH ST NE, Charlottesville VA"
492,"900 E JEFFERSON ST, Charlottesville VA"
493,"700 NALLE ST, Charlottesville VA"
494,"900 ROCKLAND AVE, Charlottesville VA"
495,"500 E MARKET ST, Charlottesville VA"
496,"1700 JEFFERSON PARK AVE, Charlottesville VA"
497,"700 RIDGE ST, Charlottesville VA"
498,"400 ALTAMONT CIR, Charlottesville VA"
499,"600 PRESTON AVE, Charlottesville VA"
500,"900 HENRY AVE, Charlottesville VA"
501,"1800 FENDALL AVE, Charlottesville VA"
502,"1400 MELBOURNE RD, Charlottesville VA"
503,"800 W MAIN ST, Charlottesville VA"
504,"300 SPRUCE ST, Charlottesville VA"
505,"1600 EMMET ST N, Charlottesville VA"
506,"2100 JEFFERSON PARK AVE, Charlottesville VA"
507,"100 LANKFORD AVE, Charlottesville VA"
508,"600 E MARKET ST, Charlottesville VA"
509,"100 RIVERBLUFF CIR, Charlottesville VA"
510,"900 EMMET ST N, Charlottesville VA"
511,"100 OBSERVATORY AVE, Charlottesville VA"
512," IVY RD / EMMET ST N, Charlottesville VA"
513,"500 2ND ST SE, Charlottesville VA"
514,"1400 VINE ST, Charlottesville VA"
515,"100 W MAIN ST, Charlottesville VA"
516,"900 CHARLTON AVE, Charlottesville VA"
517,"300 7 1/2 ST SW, Charlottesville VA"
518,"1000 PRESTON AVE, Charlottesville VA"
519,"600 BOLLING AVE, Charlottesville VA"
520," W WATER ST / 2ND ST SW, Charlottesville VA"
521,"200 TODD AVE, Charlottesville VA"
522,"2000 LEWIS MOUNTAIN RD, Charlottesville VA"
523,"100 GOODMAN ST, Charlottesville VA"
524,"1000 BELMONT AVE, Charlottesville VA"
525,"2100 MICHIE DR, Charlottesville VA"
526,"100 RIVERBLUFF CIR, Charlottesville VA"
527,"300 E MAIN ST, Charlottesville VA"
528,"300 W MAIN ST, Charlottesville VA"
529,"1500 UNIVERSITY AVE, Charlottesville VA"
530,"2200 CENTER AVE, Charlottesville VA"
531,"900 PRESTON AVE, Charlottesville VA"
532,"1100 EMMET ST N, Charlottesville VA"
533,"100 CLEVELAND AVE, Charlottesville VA"
534,"1100 5TH ST SW, Charlottesville VA"
535,"200 E WATER ST, Charlottesville VA"
536,"1500 DAIRY RD, Charlottesville VA"
537,"200 E WATER ST, Charlottesville VA"
538,"1100 EMMET ST N, Charlottesville VA"
539,"900 EMMET ST N, Charlottesville VA"
540,"900 E HIGH ST, Charlottesville VA"
541,"1300 CARLTON AVE, Charlottesville VA"
542,"700 PROSPECT AVE, Charlottesville VA"
543,"100 MIDDLESEX DR, Charlottesville VA"
544,"900 ST CLAIR AVE, Charlottesville VA"
545,"2200 JEFFERSON PARK AVE, Charlottesville VA"
546,"1400 UNIVERSITY AVE, Charlottesville VA"
547,"200 SHAMROCK RD, Charlottesville VA"
548,"400 14TH ST NW, Charlottesville VA"
549,"800 W MAIN ST, Charlottesville VA"
550,"900 RAYMOND RD, Charlottesville VA"
551,"1100 SEMINOLE TRL, Charlottesville VA"
552,"1600 CHERRY AVE, Charlottesville VA"
553,"1300 LONG ST, Charlottesville VA"
554,"300 FAIRWAY AVE, Charlottesville VA"
555,"700 GRAVES ST, Charlottesville VA"
556,"700 AVON ST, Charlottesville VA"
557,"300 W WATER ST, Charlottesville VA"
558,"700 LEXINGTON AVE, Charlottesville VA"
559,"500 PARK ST, Charlottesville VA"
560,"500 PARK ST, Charlottesville VA"
561,"1400 UNIVERSITY AVE, Charlottesville VA"
562,"1100 GORDON AVE, Charlottesville VA"
563,"2100 MICHIE DR, Charlottesville VA"
564,"200 E MAIN ST, Charlottesville VA"
565,"300 FAIRWAY AVE, Charlottesville VA"
566,"1900 EMMET ST N, Charlottesville VA"
567,"100 BURNET ST, Charlottesville VA"
568,"1800 EMMET ST N, Charlottesville VA"
569,"600 E MAIN ST, Charlottesville VA"
570,"1100 EMMET ST N, Charlottesville VA"
